Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Departamento;Comas;4;2;1;200;17000;3100;
Local comercial;San Luis;0;1;0;36;900;550;56
Tienda/Salón;Ate;0;1;0;68;3730;1735;961
Local comercial;Pachacámac;0;1;0;367;27543;11385;1241
Departamento;San Borja;1;0;0;52;1900;600;24
Casa en condominio;Ate;5;5;3;450;14000;1440;1182
Local comercial;Pachacámac;0;0;0;42;900;1190;243
Local comercial;Pachacámac;0;0;0;28;850;317;
Casa de villa;Comas;1;0;0;40;550;;
Departamento;Comas;2;2;1;142;2800;1100;1100
Habitación;San Borja;1;0;0;40;2000;500;53
Departamento;Ate;4;3;1;220;4700;2450;480
Tienda en Centro Comercial;Ate;0;1;0;32;2000;1037;414
Departamento;Ate;2;1;1;70;2100;1775;139
Departamento;Ate;4;3;3;173;5499;2450;400
Local comercial;Pachacámac;0;0;0;293;8000;3150;805
Departamento;Chorrillos;2;1;0;80;2000;1305;1500
Flat;Ate;1;1;0;55;2100;1000;280
Flat;Rímac;2;1;1;93;5000;1500;300
Departamento;Ate;2;1;1;75;2500;600;187
Departamento;Punta Hermosa;3;1;1;130;4000;1600;
Casa en condominio;Ate;3;3;1;200;5000;800;282
Departamento;San Borja;4;2;0;167;5000;1263;352
Departamento;San Borja;1;1;0;55;2200;1680;80
Departamento;Santa Anita;2;0;0;60;900;253;17
Departamento;Rímac;2;0;0;53;2800;780;189
Departamento;Chaclacayo;2;0;1;70;1650;20;
Local comercial;Pachacámac;0;0;0;283;9500;3600;1478
Tienda/Salón;Rímac;0;0;0;190;28000;1243;
Departamento;Comas;3;2;1;249;19500;1000;940
Casa en condominio;Ate;5;3;2;800;7009;;
Local comercial;Pachacámac;0;0;0;59;1500;864;199
Departamento;Jesús María;2;1;1;80;2000;600;120
Tienda/Salón;Pachacámac;0;0;0;351;10000;3400;2185
Departamento;Comas;1;0;0;31;1900;523;61
Tienda/Salón;Punta Negra;0;0;0;201;2500;;787
Departamento;San Borja;2;1;0;70;3000;761;86
Local comercial;Ate;0;1;0;36;1450;680;516
Departamento;Ate;3;3;3;140;7000;1350;5500
Departamento;Punta Hermosa;3;1;1;130;3200;890;177
Departamento;Jesús María;2;1;1;98;1300;800;188
Departamento;San Borja;3;1;1;180;6000;1500;500
Departamento;Punta Hermosa;3;0;0;90;2600;730;
Departamento;Villa El Salvador;3;0;1;107;3000;1100;
Departamento;Pueblo Libre;4;3;4;250;13000;3980;1000
Departamento;Chorrillos;3;1;2;82;4400;1100;240
Departamento;San Borja;3;1;2;158;10000;775;
Departamento;San Borja;3;1;0;91;2900;1130;214
Tienda/Salón;Los Olivos;0;0;0;96;1400;;
Departamento;San Borja;4;0;1;279;3500;2025;
Departamento;Ate;2;1;0;66;2500;1550;390
Oficina;Villa María del Triunfo;2;0;0;2900;8000;;22344
Local comercial;Comas;0;0;0;40;2200;600;2864
Departamento;Comas;2;2;2;83;5000;2000;300
Departamento;Chorrillos;2;0;0;90;2200;510;90
Departamento;Ate;3;2;1;100;3400;1437;187
Local comercial;Ate;0;1;0;90;2500;1970;623
Departamento;Punta Hermosa;3;1;0;85;2900;;
Departamento;El Agustino;2;1;0;60;1200;;
Departamento;Rímac;4;3;4;230;12000;3100;1005
Local comercial;Comas;0;1;0;64;3000;2700;630
Habitación;Chaclacayo;1;0;0;21;700;179;
Departamento;Ate;3;2;1;242;2850;2300;378
Departamento;San Borja;3;0;1;179;3500;1830;319
Departamento;Rímac;3;1;1;118;5000;1100;370
Departamento;Villa El Salvador;2;1;0;73;2600;1014;137
Departamento;Santa Anita;3;2;2;167;1500;1081;333
Departamento;Rímac;4;3;2;180;8000;1995;
Local comercial;San Miguel;0;1;0;28;1500;872;
Departamento;San Borja;4;1;1;220;5800;1780;380
Tienda/Salón;San Bartolo;0;0;0;130;8000;;2000
Departamento;Comas;2;2;1;130;16000;1530;525
Departamento;San Borja;3;1;1;150;3500;900;400
Edificio completo;Puente Piedra;0;0;0;1000;25000;;2500
Departamento;San Borja;2;2;2;75;4000;2000;200
Departamento;Rímac;2;1;1;100;1200;900;120
Flat;Pueblo Libre;1;1;1;65;3000;1549;
Departamento;Comas;3;3;2;270;18000;2640;833
Departamento;Pachacámac;1;0;0;45;1000;350;23
Departamento;Comas;4;2;1;150;7500;2000;4900
Departamento;Ate;1;1;0;50;3300;1600;300
Departamento;Lince;2;1;1;70;1000;400;
Casa en condominio;Ate;4;3;4;600;18000;1100;300
Departamento;San Miguel;2;1;1;74;1200;500;
Habitación;Villa El Salvador;1;0;0;21;1400;375;
Departamento;San Miguel;3;0;0;75;1600;680;92
Flat;Comas;2;1;1;78;12000;4264;6408
Local comercial;Pachacámac;0;0;0;120;4000;1169;348
Departamento;Ate;4;3;4;237;8500;3500;400
Departamento;Punta Hermosa;2;1;1;70;1500;724;55
Casa;Lince;2;0;0;60;950;;
Departamento;Comas;1;0;0;42;3500;;
Almacén;Santa Rosa;0;0;0;4000;50000;;1250
Departamento;San Bartolo;2;2;1;79;3200;840;
Departamento;Rímac;4;2;2;226;17900;5000;1000
Local comercial;Pachacámac;0;0;0;66;800;1200;297
Tienda/Salón;Callao;0;1;0;60;2700;1243;245
Local comercial;Pachacámac;0;0;0;375;18750;6350;2030
Departamento;Ate;1;2;0;72;3100;1400;100
Departamento;San Miguel;2;1;1;100;2600;650;
Departamento;Lince;2;1;0;57;800;110;
Departamento;Chorrillos;1;0;0;17;1200;420;25
Local comercial;San Miguel;0;0;0;17;700;260;87
Casa;Punta Hermosa;5;1;0;350;7000;290;500
Departamento;La Punta;2;2;0;51;1200;557;14
Casa de villa;Barranco;1;0;0;34;800;;
Departamento;Ate;4;3;2;296;17000;5200;1560
Departamento;Ate;3;2;1;104;4000;1850;3350
Departamento;Villa El Salvador;1;0;0;15;900;401;23
Departamento;San Miguel;2;0;0;82;1600;370;
Local comercial;Jesús María;0;2;0;62;2500;1260;
Habitación;San Borja;1;0;0;34;1500;475;
Departamento;Villa El Salvador;4;1;1;290;10200;1800;800
Departamento;Jesús María;2;1;1;70;1600;450;
Local comercial;Rímac;0;0;0;32;3000;1461;348
Departamento;Ate;4;1;2;400;15000;3300;1400
Departamento;Jesús María;2;2;2;90;3000;1400;200
Departamento;Callao;2;1;1;60;1400;600;76
Departamento;Rímac;4;1;0;140;6500;1500;
Departamento;San Borja;3;0;0;110;3600;1540;230
Local comercial;La Punta;0;0;0;25;400;541;
Departamento;Comas;3;1;1;180;20000;2500;
Departamento;Jesús María;2;3;2;195;2700;850;430
Local comercial;Ate;0;1;0;33;750;896;219
Casa de villa;Callao;2;1;0;162;1700;70;
Departamento;San Miguel;1;1;0;60;1050;695;20
Casa;Lurigancho;4;3;4;452;20000;;
Departamento;Punta Hermosa;2;1;1;88;2100;1200;
Local comercial;Jesús María;0;1;0;20;600;445;
Departamento;Rímac;2;2;2;130;16500;2240;620
Tienda/Salón;San Borja;0;0;0;140;7700;5296;2359
Departamento;Comas;2;1;2;65;4000;4000;433
Departamento;Lurín;2;0;0;72;1000;200;13
Local comercial;Chorrillos;0;20;0;920;161000;32000;
Tienda/Salón;San Isidro;0;0;0;60;6000;1250;
Tienda/Salón;Ate;0;1;0;130;3800;13581;17696
Departamento;Rímac;4;3;1;170;7000;1495;564
Departamento;Lince;3;1;1;63;1400;720;51
Departamento;Jesús María;3;2;1;93;1800;294;
Local comercial;Ate;0;6;0;339;20500;6800;1400
Local comercial;Pachacámac;0;0;0;100;2000;1875;434
Local comercial;Chorrillos;0;0;0;20;359;;
Departamento;San Miguel;2;0;0;75;1200;882;70
Local comercial;Ate;0;1;0;59;2000;1348;403
Tienda/Salón;San Borja;0;0;0;170;11000;1199;1857
Departamento;San Miguel;3;0;1;153;1600;568;128
Departamento;Rímac;3;1;1;117;9000;2243;435
Departamento;Punta Hermosa;3;2;1;320;9000;4000;1000
Tienda/Salón;Cieneguilla;0;0;0;44;700;;
Departamento;San Borja;2;0;0;75;2800;1000;150
Departamento;Rímac;3;2;3;340;30000;2900;
Tienda en Centro Comercial;Ate;0;1;0;29;1000;2500;566
Departamento;Santa Anita;2;1;1;120;2500;597;
Departamento;Lince;2;1;0;74;800;600;
Departamento;San Juan de Miraflores;2;1;0;40;450;220;
Departamento;Lince;2;1;0;55;1400;480;12
Local comercial;Jesús María;0;32;0;2010;100500;30928;13172
Departamento;Jesús María;3;1;1;85;1400;1010;140
Departamento;Punta Hermosa;3;2;1;110;3500;900;184
Casa comercial;Comas;0;0;0;30;2400;1450;200
Departamento;Jesús María;3;4;3;180;6000;950;540
Departamento;Ate;4;2;4;247;6200;3242;620
Departamento;San Miguel;3;1;1;90;1900;1100;84
Casa;Mi Perú;2;0;0;50;700;;
Departamento;Lince;4;1;1;90;2500;490;
Departamento;San Borja;2;0;0;73;2700;1115;
Tienda/Salón;Pachacámac;0;0;0;220;48000;;995
Departamento;Ate;4;2;2;178;8891;2500;3500
Departamento;Comas;3;2;2;348;30000;9772;1994
Departamento;Lurín;2;1;1;111;3600;1400;180
Departamento;Ate;2;1;2;82;2000;800;
Departamento;Ate;2;2;1;80;3000;1380;300
Local comercial;Ate;0;1;0;36;1500;1340;257
Local comercial;Santa Anita;0;0;0;60;850;270;
Departamento;Rímac;3;0;0;105;4900;830;
Local comercial;San Borja;0;0;0;27;970;680;100
Departamento;Comas;2;1;0;75;3000;815;85
Departamento;San Miguel;2;1;1;82;2300;1100;
Departamento;Pueblo Libre;2;1;0;56;3500;1500;278
Local comercial;Ate;0;1;0;36;1200;700;136
Departamento;Callao;2;1;1;65;1500;680;82
Departamento;San Borja;2;1;0;87;3000;1000;181
Local comercial;La Punta;0;30;0;3006;390854;82290;
Casa de villa;Santa María del Mar;2;1;0;60;1500;50;
Local comercial;Ate;0;1;0;58;1800;1373;328
Departamento;San Miguel;2;1;0;70;1100;;
Departamento;Ate;3;1;1;106;3400;1400;4100
Local comercial;Pachacámac;0;0;0;30;800;480;20
Habitación;San Borja;1;0;0;27;950;605;
Departamento;San Miguel;2;1;1;89;2000;605;22
Departamento;Lince;2;0;0;50;850;;
Departamento;Rímac;2;1;1;55;1300;500;135
Departamento;Ate;1;1;1;52;1700;2640;555
Departamento;Jesús María;3;3;1;377;1900;2430;813
Departamento;Jesús María;3;2;2;89;2500;950;
Local comercial;Pachacámac;0;18;0;2167;173411;36850;
Departamento;San Borja;3;1;1;146;6000;1470;387
Departamento;San Borja;3;2;1;115;3900;1434;397
Departamento;Rímac;3;3;2;200;10300;1700;596
Departamento;La Punta;1;0;0;46;1200;447;
Departamento;Ate;3;2;1;168;3900;2048;
Departamento;Callao;2;1;1;102;1900;480;180
Departamento;Los Olivos;3;1;1;89;1600;741;38
Local comercial;Pachacámac;0;1;0;170;3000;2800;700
Casa comercial;Punta Hermosa;6;0;0;900;42000;;
Departamento;San Miguel;2;0;0;61;1500;481;
Departamento;Ate;3;2;3;120;3000;1200;350
Departamento;Santa Anita;1;0;0;32;900;180;
Departamento;San Borja;2;0;1;55;3100;650;80
Local comercial;Jesús María;0;0;0;74;3200;550;350
Cochera;Lurín;0;0;0;0;350;;
Tienda/Salón;Pachacámac;0;0;0;45;3500;2201;370
Almacén;La Perla;0;0;0;6818;170450;22794;8181
Local comercial;Pachacámac;0;1;0;320;9900;3200;1306
Local comercial;Chorrillos;0;0;0;500;;10;
Departamento;Ate;4;4;4;565;20000;4800;1
Local comercial;Ate;0;0;0;35;1200;1250;250
Almacén;Punta Negra;0;0;0;250;5000;;
Habitación;San Borja;1;0;0;20;1000;318;
Departamento;San Borja;3;1;0;105;4500;1470;140
Tienda/Salón;Ate;0;1;0;92;6000;2300;5083
Departamento;La Punta;1;1;0;63;1250;560;
Departamento;Jesús María;2;2;1;100;1600;1171;195
Local comercial;Pachacámac;0;0;0;95;4500;2080;626
Departamento;Ate;2;1;1;74;1900;1190;215
Departamento;Pueblo Libre;2;0;0;50;2800;550;110
Departamento;Lince;3;1;1;103;2600;1450;1200
Departamento;Lince;2;0;0;48;500;290;
Habitación;San Borja;1;0;0;27;1190;230;19
Local comercial;Callao;0;1;0;24;1100;398;89
Departamento;Comas;2;1;0;68;900;600;
Habitación;San Borja;1;0;0;25;1600;584;55
Almacén;San Luis;0;15;0;5000;38000;;810
Local comercial;Chorrillos;0;4;0;800;96000;;
Departamento;San Miguel;3;0;0;90;1200;828;
Departamento;San Miguel;4;2;2;253;4000;2100;530
Habitación;San Borja;1;0;0;27;1390;420;25
Local comercial;Pachacámac;0;0;0;42;800;695;
Departamento;Chorrillos;3;1;1;130;2650;1250;220
Local comercial;San Luis;0;1;0;24;965;252;
Local comercial;La Punta;0;1;0;20;700;418;67
Local comercial;Jesús María;0;0;0;28;1500;500;
Casa en condominio;Jesús María;3;2;3;212;4500;1663;3660
Departamento;San Borja;4;0;1;160;5000;840;
Local comercial;Pachacámac;0;0;0;581;29050;15640;2504
Local comercial;Ate;0;38;0;1904;190400;;
Casa en condominio;Pucusana;4;3;1;300;6900;1200;500
Casa de villa;San Miguel;2;0;0;95;2000;;100
Departamento;Ate;4;3;2;246;7000;2000;4800
Departamento;San Bartolo;1;0;0;80;3000;600;
Local comercial;Ate;0;0;0;36;900;999;156
Departamento;Villa El Salvador;1;0;0;42;1450;550;54
Local comercial;Pachacámac;0;0;0;430;30000;4742;
Local comercial;Puente Piedra;0;1;0;28;1500;464;50
Local comercial;Jesús María;0;1;0;50;1700;589;1561
Departamento;Rímac;2;0;0;60;2200;546;108
Departamento;San Borja;1;0;0;55;2700;;
Local comercial;Lince;0;0;0;28;750;;
Departamento;Ate;4;2;1;124;3300;1605;2980
Departamento;Chorrillos;3;2;1;120;3650;1490;
Departamento;San Isidro;1;1;0;50;650;450;
Departamento;Comas;2;1;0;70;4000;950;2000
Departamento;Chorrillos;5;2;2;622;15000;3545;1514
Departamento;Comas;3;3;1;300;22000;4000;1862
Departamento;San Borja;3;0;0;110;2700;950;20
Departamento;Villa El Salvador;5;1;1;260;5500;2200;721
Departamento;Comas;4;2;1;200;10900;3700;
Departamento;Jesús María;2;2;1;169;1900;1269;
Departamento;Comas;3;1;1;275;7000;3150;899
Local comercial;Pachacámac;0;0;0;179;5500;2960;560
Tienda/Salón;Ate;0;1;0;99;8000;1360;
Local comercial;Chaclacayo;0;0;0;20;600;390;33
Departamento;Ventanilla;2;1;0;75;2000;500;108
Local comercial;Lince;0;1;0;40;1050;115;154
Departamento;San Bartolo;1;0;1;70;4500;1180;700
Departamento;Rímac;2;0;0;48;700;80;
Local comercial;Pachacámac;0;18;0;1141;62743;22302;2977
Tienda/Salón;Pachacámac;0;0;0;400;18000;;300
Departamento;Jesús María;2;2;1;180;2000;1100;350
Habitación;San Bartolo;1;0;0;18;1100;490;
Casa;La Punta;2;0;1;176;1300;;
Departamento;Lince;2;1;0;50;950;305;
Local comercial;Pachacámac;0;0;0;36;800;575;
Departamento;Comas;2;1;0;76;3600;528;
Departamento;San Luis;2;1;0;52;1000;508;14
Departamento;Ate;2;1;1;83;3000;1687;193
Local comercial;Chorrillos;0;3;0;242;18000;9383;1642
Local comercial;Chorrillos;0;5;0;197;18741;;
Departamento;Lince;2;1;1;80;1300;200;70
Local comercial;Pachacámac;0;0;0;100;4000;3500;477
Departamento;Lince;2;1;1;80;2100;1350;80
Local comercial;Pachacámac;0;0;0;286;13200;1820;13161
Casa;Lince;2;2;1;80;1700;;2
Departamento;Jesús María;3;1;2;70;1600;1095;153
Local comercial;Ate;0;0;0;135;10000;4900;
Departamento;Ate;3;1;1;92;2300;600;152
Departamento;Comas;4;2;1;270;18000;2750;700
Departamento;San Miguel;3;0;0;115;1800;400;168
Departamento;Santa Rosa;2;0;0;59;800;360;15
Local comercial;Pachacámac;0;0;0;370;22000;10528;2071
Departamento;Jesús María;3;3;2;200;3500;630;620
Local comercial;Ate;0;4;0;130;12000;5351;2962
Casa en condominio;Ate;4;4;4;220;7000;1215;36720
Departamento;Rímac;1;1;1;88;5500;1500;362
Departamento;Comas;2;1;0;55;1200;185;
Departamento;La Perla;1;1;1;50;2300;820;150
Departamento;Ate;1;0;0;38;1000;410;15
Casa;Jesús María;4;5;3;600;12000;;600
Local comercial;Pachacámac;0;0;0;152;2000;2900;570
Departamento;Ate;2;2;2;140;6500;2780;630
Departamento;Comas;4;2;1;350;17000;5000;800
Tienda en Centro Comercial;Lince;0;0;0;160;6000;1200;750
Departamento;Villa El Salvador;3;0;0;250;15000;1900;
Edificio completo;Chaclacayo;0;3;0;1617;33000;;29241
Departamento;Comas;4;2;1;180;8500;1796;
Casa en condominio;Lince;2;1;0;65;800;;
Tienda/Salón;Ventanilla;0;0;0;90;4500;;
Departamento;Lurigancho;2;2;1;83;3500;1630;254
Departamento;Comas;3;2;1;190;6600;2200;380
Departamento;Comas;3;1;0;107;5000;2550;387
Local comercial;Pachacámac;0;0;0;381;10000;10166;745
Departamento;Carabayllo;1;0;0;40;1200;485;107
Local comercial;Pachacámac;0;0;0;108;4000;1287;520
Departamento;Ate;2;2;2;130;5700;742;450
Casa en condominio;Ate;4;2;4;450;7000;1150;750
Departamento;Lince;2;1;1;77;2000;700;77
Local comercial;La Punta;0;0;0;50;1800;750;
Departamento;San Miguel;3;0;0;96;2500;714;900
Departamento;Chaclacayo;1;0;0;62;800;270;
Casa de villa;Independencia;1;0;0;70;750;;
Local comercial;Pachacámac;0;0;0;155;10000;7989;796
Departamento;Jesús María;2;2;1;65;1500;830;150
Almacén;La Perla;0;0;0;1800;20000;;
Departamento;Ate;3;2;2;134;4000;1800;290
Departamento;Ate;3;2;2;140;4000;1880;327
Tienda/Salón;Ate;0;1;0;54;1600;980;
Departamento;Ate;4;2;1;168;4300;1993;
Departamento;Ventanilla;1;0;1;45;1100;500;24
Casa;Santiago de Surco;4;2;4;330;21000;;4200
Departamento;Ate;3;3;1;238;12000;2700;
Departamento;San Isidro;2;1;0;75;800;315;70
Tienda/Salón;Comas;0;0;0;200;30000;;
Departamento;Pueblo Libre;3;2;1;400;15000;3840;1820
Almacén;Los Olivos;0;0;0;1150;9000;;1267
Departamento;San Miguel;3;2;0;140;2400;970;
Local comercial;Pachacámac;0;0;0;156;8525;1055;5222
Casa en condominio;San Luis;2;0;2;90;1800;200;357
Local comercial;Ate;0;0;0;30;700;650;190
Departamento;San Borja;3;1;0;128;4000;1230;
Local comercial;Ate;0;7;0;158;15500;3147;804
Departamento;La Molina;1;0;0;53;1000;217;
Departamento;Santa Rosa;1;1;0;40;1150;310;
Departamento;Ate;3;2;2;160;4800;1550;526
Casa;Ate;2;2;1;74;2500;770;
Departamento;Ate;1;1;0;50;6300;;
Local comercial;Pachacámac;0;0;0;5;299;;
Departamento;Lince;2;0;0;55;500;60;
Departamento;Lurigancho;3;1;0;90;2300;1063;218
Departamento;Pueblo Libre;2;1;1;81;4200;690;330
Departamento;San Borja;3;1;1;84;1000;750;73
Departamento;Rímac;4;3;2;245;13500;3200;10500
Departamento;Pueblo Libre;2;2;1;75;5700;2600;
Departamento;Pachacámac;1;0;0;38;1000;335;175
Departamento;Chorrillos;2;1;0;71;2700;700;76
Departamento;Villa El Salvador;4;1;2;250;6450;1780;620
Departamento;Ate;2;1;1;68;2000;880;
Departamento;Jesús María;2;1;2;64;1400;1062;
Departamento;Villa María del Triunfo;3;2;1;79;1600;500;
Departamento;Ate;3;1;1;107;2500;1248;328
Departamento;Ate;4;3;3;173;5500;2450;395
Departamento;Comas;2;1;0;68;1000;600;
Local comercial;Pachacámac;0;0;0;56;900;1000;87
Local comercial;Ate;0;1;0;67;3500;1600;
Local comercial;Ate;0;1;0;33;1000;409;56
Departamento;Lurín;2;0;0;65;1100;490;
Departamento;Ate;3;2;1;110;2700;1350;25
Departamento;Ate;4;3;3;260;9600;3500;480
Local comercial;Jesús María;0;1;0;24;1000;400;
Casa en condominio;Ate;4;4;2;410;7500;1055;1190
Almacén;Jesús María;0;1;0;15;990;;
Local comercial;Jesús María;0;3;0;58;4500;500;890
Local comercial;Pachacámac;0;0;0;20;1397;;
Departamento;Ate;4;3;2;200;5800;2250;480
Departamento;Ate;3;2;1;106;8000;2700;600
Departamento;Comas;3;1;1;98;5800;1750;145
Departamento;La Punta;2;1;0;82;1900;721;103
Departamento;Mi Perú;1;1;0;48;1200;150;
Departamento;Jesús María;2;1;2;106;2100;525;
Departamento;Pucusana;2;0;0;115;2500;1312;21
Departamento;Rímac;4;3;1;177;9000;2420;
Local comercial;Comas;0;0;0;70;5000;2000;462
Casa;La Punta;3;0;0;125;2900;;96
Departamento;La Perla;2;0;0;70;3800;988;138
Local comercial;Pachacámac;0;0;0;27;800;501;
Local comercial;Ate;0;1;0;57;1900;850;
Departamento;Rímac;3;1;1;115;5200;700;300
Local comercial;Pachacámac;0;0;0;478;18000;3199;1520
Departamento;Ate;3;2;3;112;3000;1480;3800
Habitación;San Bartolo;1;0;0;22;1400;550;24
Departamento;Ate;2;1;2;80;2300;980;174
Departamento;Santa Anita;2;1;1;97;1200;350;77
Departamento;La Perla;3;1;3;144;8500;1800;310
Departamento;San Borja;1;0;0;35;2000;;
Habitación;Pachacámac;1;0;0;25;900;340;15
Departamento;Mi Perú;3;1;1;65;1000;720;
Departamento;San Miguel;1;0;0;52;1300;558;49
Departamento;El Agustino;2;1;0;54;1100;450;60
Local comercial;Pachacámac;0;0;0;460;13900;4600;2020
Casa de villa;San Juan de Miraflores;2;1;1;120;1800;40;25
Departamento;Comas;4;0;2;230;13000;2820;1001
Departamento;Santa Anita;2;0;0;40;785;65;
Departamento;San Luis;2;1;1;85;2800;740;141
Tienda/Salón;San Luis;0;1;0;81;5200;;
Local comercial;Chaclacayo;0;0;0;25;650;180;34
Departamento;Pueblo Libre;1;1;0;90;5500;2163;453
Edificio completo;Bellavista;0;0;0;2188;140760;;4029
Departamento;Comas;3;1;1;140;7200;2900;
Tienda en Centro Comercial;Ate;0;1;0;22;900;480;112
Departamento;Ate;3;1;1;80;3000;1360;
Departamento;Chorrillos;1;1;1;60;2000;550;120
Habitación;San Borja;1;0;0;35;2500;1;1
Local comercial;Puente Piedra;0;12;0;1849;129460;45311;3236
Departamento;Rímac;2;1;1;95;4500;1900;440
Edificio completo;Comas;0;0;0;200;20000;;327
Local comercial;Pachacámac;0;0;0;135;4000;1500;706
Departamento;San Miguel;2;1;0;81;2000;950;
Departamento;San Borja;2;0;0;47;1900;665;78
Departamento;Lince;3;1;0;45;1100;280;
Departamento;Jesús María;5;4;5;380;15000;1480;
Casa;Los Olivos;8;0;0;412;4000;;958
Departamento;San Miguel;2;1;1;126;2200;865;153
Departamento;Villa El Salvador;3;1;1;85;3650;1203;140
Departamento;Ventanilla;2;1;1;130;5300;986;200
Departamento;Chorrillos;2;0;0;70;1900;600;20
Departamento;San Borja;1;0;0;45;1800;700;25
Departamento;Punta Hermosa;3;0;1;127;2400;1120;
Departamento;Rímac;3;0;0;90;3500;950;
Departamento;Jesús María;2;1;1;90;1800;850;160
Departamento;Ate;2;1;0;88;3300;650;199
Local comercial;Pachacámac;0;0;0;52;980;1177;
Departamento;Pueblo Libre;4;3;1;200;7000;2000;909
Departamento;San Borja;1;0;0;35;1500;484;24
Departamento;San Borja;3;0;0;160;2800;1244;
Flat;Comas;2;1;1;90;7500;2500;400
Departamento;Lince;2;0;0;50;550;330;
Local comercial;La Molina;0;1;0;31;500;540;112
Departamento;San Borja;2;0;0;65;2600;700;115
Departamento;Rímac;3;2;1;179;5000;3990;485
Departamento;Ventanilla;2;0;0;60;1300;420;20
Departamento;Lince;3;1;1;92;3300;1250;100
Departamento;Comas;3;1;1;140;25000;1616;425
Departamento;Rímac;2;1;1;100;5000;1700;350
Departamento;Santa Anita;1;1;0;47;1200;623;363
Departamento;El Agustino;2;0;0;76;1200;;
Local comercial;Pachacámac;0;0;0;130;4300;2250;
Departamento;Comas;3;1;1;140;14900;1580;
Local comercial;San Miguel;0;1;0;27;950;1310;145
Local comercial;Pachacámac;0;0;0;120;4000;1500;527
Casa comercial;Chorrillos;0;0;0;280;16000;;1166
Casa en condominio;Punta Hermosa;5;6;1;630;10000;1000;1200
Departamento;Santa Anita;3;1;0;70;1300;280;
Casa;Pueblo Libre;6;2;0;750;18000;;1800
Local comercial;Pachacámac;0;0;0;2010;130650;39388;11584
Flat;Comas;2;1;2;55;9000;3826;960
Departamento;Ate;1;1;0;60;2300;1380;
Departamento;Ventanilla;2;1;0;60;1500;250;46
Tienda/Salón;Ate;0;0;0;82;2000;1100;1500
Almacén;La Perla;0;0;0;2325;46500;9300;2790
Departamento;Ate;4;3;4;234;6500;2700;450
Departamento;Rímac;4;2;1;184;9000;2717;990
Departamento;San Borja;2;1;2;80;6000;3562;313
Departamento;Rímac;4;2;1;145;8000;2200;475
Habitación;Chorrillos;0;0;0;30;1200;366;
Departamento;Ate;3;0;1;130;5800;1800;
Departamento;Santa Rosa;3;1;0;90;1200;580;20
Local comercial;Ate;0;1;0;36;1300;756;136
Departamento;Jesús María;3;2;2;109;2200;660;290
Local comercial;Pachacámac;0;0;0;55;1000;1200;293
Casa comercial;Chorrillos;5;6;0;500;23000;450;
Departamento;Jesús María;3;2;2;100;2300;400;250
Habitación;La Punta;1;0;0;20;1000;480;27
Cochera;Pachacámac;0;0;0;0;100;;84
Departamento;Chorrillos;2;1;1;84;3500;1000;140
Departamento;Comas;1;0;1;52;2300;800;28
Casa en condominio;Pucusana;5;5;5;600;30000;;
Flat;Comas;2;1;0;105;12000;4800;5918
Departamento;San Borja;2;0;0;70;2700;560;
Departamento;Ate;4;3;1;179;8000;3195;970
Departamento;Ate;3;2;2;108;3800;1500;300
Local comercial;Lince;0;1;0;32;800;115;154
Departamento;San Borja;2;0;0;60;2300;700;
Departamento;San Miguel;1;0;1;37;1200;696;
Flat;Comas;2;1;2;100;12000;4000;600
Departamento;Ate;4;2;1;200;4800;2450;500
Departamento;Mi Perú;2;1;0;47;900;400;36
Casa;Lurín;2;0;0;50;800;;
Departamento;Chorrillos;3;2;1;99;4500;1300;250
Casa en condominio;Ate;5;4;5;730;25000;1350;1200
Departamento;Ate;4;0;1;167;7000;2450;
Local comercial;Ate;0;1;0;35;1000;850;120
Departamento;Jesús María;2;1;1;70;2200;755;135
Departamento;San Miguel;3;2;1;104;2200;812;
Local comercial;Ate;0;8;0;322;16000;6500;600
Departamento;San Luis;2;1;1;62;1800;600;63
Local comercial;Jesús María;0;1;0;32;1600;385;1178
Habitación;Chorrillos;1;0;0;17;900;436;
Departamento;Jesús María;2;1;1;75;2200;700;
Local comercial;Ate;0;2;0;100;10009;;
Edificio completo;Punta Negra;0;8;0;1500;20000;;
Departamento;Chorrillos;1;1;0;40;1000;270;
Departamento;Jesús María;4;2;2;155;2000;800;237
Casa;Lince;3;0;0;70;950;;45
Tienda/Salón;Barranco;0;1;0;46;2000;;223
Departamento;Comas;3;1;1;160;3900;1550;
Flat;Rímac;2;1;1;76;7500;2703;466
Local comercial;Pachacámac;0;0;0;80;1500;860;216
Tienda/Salón;Pachacámac;0;0;0;220;8000;;9305
Local comercial;Mi Perú;0;0;0;70;1000;;
Departamento;Chorrillos;2;1;1;70;3900;750;105
Departamento;San Luis;2;0;0;76;1600;560;49
Departamento;San Borja;3;0;1;94;1700;1360;199
Departamento;Ventanilla;2;2;1;91;1800;700;80
Departamento;La Punta;2;1;1;100;2500;976;229
Local comercial;Chorrillos;0;9;0;510;74003;15163;2373
Departamento;San Borja;1;0;1;41;1500;635;57
Tienda en Centro Comercial;Callao;0;1;0;60;4500;800;50
Departamento;Ate;2;2;1;110;4500;19597;587
Departamento;Mi Perú;2;0;0;68;1300;235;
Edificio completo;Pachacámac;0;0;0;7000;560000;;
Tienda/Salón;San Bartolo;0;0;0;370;25000;;
Departamento;Lince;2;2;1;119;1650;700;
